key,value
xii-cross-popular-los-doce-apostoles-torre-miguel-sesmero,"XII Cross Popular ""Los doce apóstoles"" Torre Miguel Sesmero"
---2615,Гонка Героев Новосибирск
ix-carrera-popular-almorox,IX Carrera Popular Almorox
4a-cursa-de-la-dona-de-figueres-2018,4a CURSA DE LA DONA DE FIGUERES 2019
xvi-carrera-popular-arenas-de-san-pedro,XVI CARRERA POPULAR ARENAS DE SAN PEDRO
centrum-ragnar-trail-mexico-2019,Centrum Ragnar Trail México 2019
---1307,Гонка Героев Сорочаны 13.07
x-waters-ural-2019,X-WATERS URAL 2019
infernal-running-atapuerca-2019,INFERNAL RUNNING ATAPUERCA 2019
xxvi-carrera-atletica-mineros-5-y-10k-la-paz,XXVI CARRERA ATLETICA MINEROS 5 Y 10K LA PAZ
ix-carrera-popular-villa-de-altura,IX Carrera Popular Villa de Altura
xxv-carrera-popular-de-godelleta,XXV Carrera Popular de Godelleta
xxiv-volta-a-peu-a-moixent,XXIV Volta a Peu a Moixent
xi-volta-a-peu-dalbuixech,XI Volta a Peu d'Albuixech
trail-a-la-belle-etoile,Trail à la belle étoile
xvii-travessia-banderes-blaves-platges-de-moncofa,XVII Travessia Banderes Blaves Platges de Moncofa
9-triatlo-cross-campredo-2019,9è TRIATLÓ CROSS CAMPREDÓ 2019
vii-10k-nocturno-benicassim-platges-2019,VII 10K NOCTURNO BENICASSIM PLATGES 2019
iv-arrieta-acuatrail-500-swim-5-k-run-500-swim,IV ARRIETA ACUATRAIL
andalucia-bike-race-2020,Andalucía Bike Race presented by Caja Rural Jaén 2020
xvi-volta-a-peu-fira-donda,XVI Volta a Peu Fira d'Onda
xx-pujada-al-montcabrer,XX PUJADA AL MONTCABRER
ix-carrera-solidaria-badajoz-contra-el-cancer---homenaje-a-antonio-perez-gonzelez,"IX Carrera ""Solidaria Badajoz contra el Cáncer"" - Homenaje a Antonio Pérez González"
iii-rollercup-olimpia-kobyla-gra-2019,III ROLLERCUP OLIMPIA KOBYLA GÓRA 2019
62-gp-dalgaida-memorial-toni-cerda,62 GP D'ALGAIDA-MEMORIAL TONI CERDA
6ordf-v-energy-drink-guayre-extreme---teror,6ª 'V' Energy Drink Guayre Extreme - Teror
8ordf-bajada-solidaria-crevillent-el-realengo-camping-marjal-costa-blanca,8ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca
triatlon-cross-open-y-de-menores-aldealengua--cpto-de-cyl-de-triatlon-cross-cadinf,Triatlón Cross open y de Menores Aldealengua . (Cpto. de CyL de Triatlón Cross CAD/INF)
carrera-vertical-el-risco-2019,CARRERA VERTICAL EL RISCO 2019
iii-carrera-solidaria-ldquoeliminando-barrerasrdquo,III Carrera Solidaria “Eliminando Barreras”
xxiv-volta-a-oeu-a-quarte-de-les-valls-v-memorial-ivcan-segarra,XXIV VOLTA A PEU A QUART DE LES VALLS. V MEMORIAL IVAN SEGARRA
21k-tele-saltillo,21K TELE SALTILLO
iv-noche-en-blanca-solidaria,IV Noche en Blanca Solidaria
cykl-maratonw-mtb-bdquo-dolin-prosnyrdquo-x-niepodlegociowy-maraton-mtb-wieruszw-2019,CYKL MARATONÓW MTB „ DOLINĄ PROSNY” X NIEPODLEGŁOŚCIOWY MARATON MTB WIERUSZÓW 2019'
ii-trofeu-conserves-rossello-penya-mallorquinista-llubi,II TROFEU CONSERVES ROSSELLO-PENYA MALLORQUINISTA LLUBI
iii-sodupe-negu---lasterketa,III Sodupe Negu Lasterketa
triatlon-sprint-alba-de-tormes,Triatlón Sprint Alba de Tormes
ix-carrera-pro-alzheimer,IX CARRERA PRO ALZHEIMER
xxxix-volta-a-peu-almassera,XXXIX Volta a Peu Almassera
xxix-volta-a-peu-albalat-dels-tarongers,XXIX Volta a Peu Albalat dels Tarongers
travesa-a-nado-fiestas-patronales-puerto-de-sagunto-2019,TRAVESIA  PORT DE SAGUNT 2019 FIESTAS PATRONALES
-ross,Соловьи-сross
trikids-sant-bartomeu-2019,TRIKIDS SANT BARTOMEU 2019
m636k,#M636K
101-ndashiron-bike-series-100ypico-de-lorca,101 IRON BIKE SERIES 100YPICO DE LORCA
desafio-monteferro,Desafío Monteferro 
test-180719,Test 18/07/19
tri-val-de-gray-2019,TRI VAL DE GRAY 2019
vii-biegu-ulicznego-bdquoostrzeszowska-dychardquo,VII Biegu ulicznego „OSTRZESZOWSKA DYCHA”
triatlon-menores-castro-urdiales,Triatlon Menores Castro Urdiales
baifo-extreme,V BAIFO EXTREME
caterpollar,CATERPILLAR MTY 2019
---1907,Арена Героев Казань 19.07
galatz-trail-2020,GALATZÓ TRAIL 2021
travesas-a-nado-por-la-montatildea-palentina,TRAVESÍAS A NADO POR LA MONTAÑA PALENTINA
ii-dehesa-full-moon-trail-2019,II DEHESA FULL MOON TRAIL 2019
--98359,Фестиваль триатлона
hero-league-vladivostok,Hero Race Vladivostok
corriendo-por-una-vida-digna-xi-edicion-3-6-y-12k,"CORRIENDO POR UNA VIDA DIGNA XI EDICION 3, 6 Y 12K"
lillyputt,lillyputt
----2007-14779,Арена Героев Казань чемп 20.07
dh-la-montatildea,DH LA MONTAÑA R. CLASIFICATORIA
xi-carrera-popular-los-charcones---miguel-esteban,XI CARRERA POPULAR LOS CHARCONES - MIGUEL ESTEBAN
iii-carrera-nocturna-de-gerindote,III CARRERA NOCTURNA DE GERINDOTE
------83824,Открытый ЧиП красноярского края по акватлону
515-tri-cr-2019,51.5 TRI CR 2019
copa-el-reto---v-fecha-verano-2019,COPA EL RETO - V FECHA VERANO 2019
10-km-des-roches-noires-2019,10 KM DES ROCHES NOIRES 2019
----2107,Арена Героев Казань фан 21.07
v-carrera-amuhcanma-2019,V CARRERA AMUHCANMA 2019
toughman-half-series-triathlon-iquique-2019,TOUGHMAN HALF SERIES TRIATHLON IQUIQUE 2019
iii-triathlon-langostino,III TRIATHLON LANGOSTINO
1ordf-5k-night-asfid-amp-urban-running,1ª 5K NIGHT  ASFID & URBAN RUNNING
veracruz-triatlon-de-salamanca-19,VERACRUZ TRIATLON DE SALAMANCA 19
83-descenso-internacional-del-sella,83 Descenso Internacional del Sella 2019
i-cross-nocturno-popular-santa-cruz-de-la-zarza,I CROSS NOCTURNO POPULAR SANTA CRUZ DE LA ZARZA
ictus,ictus
1-radomszczaski-pomaraton,1. Radomszczański Półmaraton
--78548,Варяжские горки
v-carrera-popular-adtorpedo-66---villa-de-cebolla,V CARRERA POPULAR A.D.TORPEDO 66 - VILLA DE CEBOLLA
v-aquatlo-solidari-per-parelles-llana-2019,V AQUATLO SOLIDARI PER PARELLES LLANÇA 2019
ii-marcha-btt-san-cucao,II Marcha BTT San Cucao
reto-trail-mabe-3-65-y-15k-2019,"Reto Trail mabe 3, 6.5 y 15k 2019"
triatlon-menores-lantadilla,Triatlón menores Lantadilla
carrera-popular-platges-de-xilxes,Carrera Popular Platges de Xilxes
prueba-amancio,PRUEBA AMANCIO
kike-prueba,KIKE PRUEBA
prueba-carrera-rocio,prueba carrera rocio
prueba-gabyjavi,PRUEBA GABYJAVI
elements-reis-kids-2019,ELEMENTS REIS KIDS 2019
v-nocturna-full-moon-de-villana,V NOCTURNA FULL MOON DE VILLANÚA
xv-subida-a-la-fuente-el-paco,XV SUBIDA A LA FUENTE EL PACO
trencamoles-2019,TRENCAMOLES 2019
5ordf-carrera-solidaria-contra-el-cancer-smra,5ª Carrera Solidaria frente al cáncer SMRA 
astri-teques-2019,Astri Teques 2019
i-carrera-nocturna-la-ermita-burguillos,I CARRERA NOCTURNA LA ERMITA (BURGUILLOS)
iv-carrera-san-esteban-del-valle,IV CARRERA SAN ESTEBAN DEL VALLE
v-carrera-torre-de-morn-45287,V CARRERA TORRE DE MORÓN
mini-sella-2019,Mini Sella 2019
dipcas-trail-kids---vistabella-31072,DIPCAS TRAIL KIDS - Vistabella
v-fecha-giro-de-los-rios---futrono,V Fecha Giro de Los Ríos - Futrono
xxiii-carrera-popular-guillermo-delgado-santiago-de-sariego,"XXIII Carrera Popular Guillermo Delgado, Santiago de Sariego"
les-defis-quiberonnais,LES DEFIS QUIBERONNAIS
cronoescalada-carmen-2019,CRONOESCALADA CARMEN 2019
v-trail-rascatildea---segorbe,V TRAIL RASCAÑA - Segorbe
iii-podoactiva-medieval-trail-montearagn,III PODOACTIVA MEDIEVAL TRAIL MONTEARAGON
dh-la-montatildea-r-final,DH LA MONTAÑA R. FINAL
marxa-bonesvalls-2019,Marxa Bonesvalls 2019
quiero-vivir-sano-2019,QUIERO VIVIR SANO 2019
--2019-38126,Ночные роллеры-2019
triatlon-trilocos-2019,Triatlon TRILOCOS 2019
reto-sierra-6ta-edicion,Reto Sierra 6ta Edicion
viii-subida-al-molino---ventas-con-petildea-aguilera-5942,VIII SUBIDA AL MOLINO - VENTAS CON PEÑA AGUILERA
--laquo-raquo-55290,Благотворительный забег «Достигая цели!»
70e-circuit-ciclista-festes-sant-salvador,70è Circuit Ciclista Festes Sant Salvador
volta-a-peu-tous-2019,Volta a peu Tous 2019
xi-marcha-btt-concello-de-monterrei,XI Marcha BTT Concello de Monterrei
xii-cross-urbano-villa-de-biescas-2019,XII Cross Urbano Villa de Biescas 2019
memorial-francesc-alomar-2019,MEMORIAL FRANCESC ALOMAR 2019
trofeu-sa-cadencia-challenge-illes-balears,TROFEU SA CADENCIA-CHALLENGE ILLES BALEARS
arrigorriagako-ausarta-mendi-lasterketa,ARRIGORRIAGAKO AUSARTA MENDI LASTERKETA 
corre-x-hector-valero,Corre X Héctor Valero 2019
sant-silvestre-girona-2019,SANT SILVESTRE GIRONA 2019
mendexa-krono-igoera,Mendexako Krono Igoera
ii-duatlo-vidreres-2019,II DUATLO VIDRERES 2019
mont-blanc-triathlon-2019,MONT BLANC TRIATHLON 2019
iv-marcha-mtb-asedio-al-castillo-de-barcience,IV Marcha MTB Asedio al Castillo de Barcience
1er-carrera-univer-ready-set-go-,"1er Carrera Univer Ready, Set, Go !"
1er-medio-maraton-santa-maria-del-rio,1er Medio Maratón Santa María del Rio
iii-cronoescalada-matamachos-2019,III CRONOESCALADA MATAMACHOS
iv-mtb-pinares-de-yepes,IV MTB PINARES DE YEPES
v-cicloturista-virgen-del-carmen-tramo-2,V CICLOTURISTA VIRGEN DEL CARMEN TRAMO 2
marcha-mtb-saelices-iii,Marcha MTB Saelices III
vi-marcha-btt-coves-del-canelobre,"VI MARCHA BTT ""Coves del Canelobre"""
--59033,"Триатлон ""Варяг"""
viii-cicloturista-irichen-san-miguel-2019,VIII CICLOTURISTA IRICHEN SAN MIGUEL 2019
vii-carrera-por-el-centro-peninsular-2019,VII CARRERA POR EL CENTRO PENINSULAR 2019
infernal-running-llivia-2019,INFERNAL RUNNING LLIVIA 2019
xviii-calcenada-vuelta-al-moncayo-2019,XVIII Calcenada-Vuelta al Moncayo 2019
carrera-ciclista-de-la-beata-2019,CARRERA CICLISTA DE LA BEATA 2019
triatlon-sprint-valbuena-de-duero,Triatlón Sprint Valbuena de Duero
subida-calzada-romana-2019,SUBIDA CALZADA ROMANA 2019
ix-volta-al-terme-de-gilet-2019,IX VOLTA AL TERME DE GILET 2019
laser-run-97461,Laser Run
cursa-ciclista-festes-de-sant-bartomeu-ses-salines-2019,CURSA CICLISTA FESTES DE SANT BARTOMEU SES SALINES 2019
campeonato-de-espatildea-de-patinetes-electricos,CAMPEONATO DE ESPAÑA DE PATINETES ELECTRICOS
2ordf-marxa-inclusiva-holi-colors,2ª MARXA INCLUSIVA HOLI COLORS
xi-legua-y-media-nocturna-de-benavides,XI LEGUA Y MEDIA NOCTURNA DE BENAVIDES
challenge-kids-cdk-serie-2,CHALLENGE KIDS CDK SERIE 2
triatln-cros-de-menores-tordesillas,TRIATLÓN CROS DE MENORES  TORDESILLAS
xii-travesa-a-nado-del-carrin-en-palenciardquo,XII TRAVESÍA A NADO DEL CARRIÓN EN PALENCIA”
xxvi-carrera-popular-villa-de-madridejos,XXVI CARRERA POPULAR VILLA DE MADRIDEJOS
milla-urbana-villa-de-noja,MILLA URBANA VILLA DE NOJA
21k-saltillo-de-noche-2019,21K Saltillo de Noche 2019
---1008,Гонка Героев Новосибирск 10.08
iv-resistencia-xco-nocturna-pub-6-kaires,IV RESISTENCIA XCO NOCTURNA PUB 6 KAIRES
xxxvi-volta-a-peu-a-la-vila-dacutealmenara-2019,XXXVI VOLTA A PEU A LA VILA D´ALMENARA 2019
vii-carrera-popular-la-nocturna-sonsecana,VII CARRERA POPULAR LA NOCTURNA SONSECANA
ii-carrera-popular-de-cedillo-del-condado,II CARRERA POPULAR DE CEDILLO DEL CONDADO
----10957,Гонка Героев Санкт-Петербург 10.08
trail-solidario-rio-dulce---mandayona-guadalajara,TRAIL SOLIDARIO RIO DULCE - MANDAYONA (GUADALAJARA)
x-subida-a-los-castatildeos-de-navamorcuende,X SUBIDA A LOS CASTAÑOS DE NAVAMORCUENDE
test-laser-run-1,test laser run 1
test-laser-run-2,test laser run 2
--ldquo-rdquo,МЕЖДУНАРОДНЫЙ МАРАФОН “ЧИСТЫЙ БАЙКАЛ”
ii-desafio-fundacin-grupo-olecola-jan-ndash-duque-de-ahumada-2019,II DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA 2019
mundiales-ciclismo-policias,MUNDIALES CICLISMO POLICIAS
the-open-european-half-marathon-wrf,The Open European Half-Marathon WRF
clsica-tres-picos,CLASICA TRES PICOS
hacienda-pinilla-trail-run,HACIENDA PINILLA TRAIL RUN
triatlon-de-la-plata-2019,Triatlon de la Plata 2019
test-laser-run-3,Test Laser Run 3
ecogreen-trail-run-series-zarcero-2019,ECOGREEN TRAIL RUN SERIES ZARCERO 2019
vinyet-ciclocross-race-2019,VINYET CICLOCROSS RACE 2019
trail-villalfeide-polvoreda-2019,TRAIL VILLALFEIDE POLVOREDA 2019
xxxvii-cross-popular-vera-cruz---albaida-del-aljarafe,XXXVII CROSS POPULAR VERA CRUZ - Albaida del Aljarafe
btt-trambasaguas,BTT Trambasaguas
----31161,"Благотворительный забег ""Встреча поколений"""
---1008-18868,Гонка Героев Алабино 10.08
test-spb,Test SPB
xii-carrera-popular-de-villatoya,XII Carrera Popular de Villatoya
----12254,"Полумарафон ""Горный за бег"""
test-laser-run-4,test laser run 4
--28122,"Легкоатлетический забег ""Слава Добрыни"""
xxxvii---,XXXVII Йошкар-Олинский полумарафон
---1108,Гонка Героев Алабино 11.08
xii-marxa-a-peu-entreparets---vilafranca,XII Marxa a peu ENTREPARETS - Vilafranca
5k-alhama-de-aragn-2019,5k ALHAMA DE ARAGÓN 2019
abus-boc-gravel-ride,ABUS BOC GRAVEL RIDE 
voluntariado-ii-v-energy-drink-guayre-extreme-vilaflor,Voluntariado II 'V' Energy Drink Guayre Extreme Vilaflor
annecy-2019,Annecy 2019
vi-10k-grao-de-castellon,VI 10K GRAO DE CASTELLON
canaco-2019,CANACO 2019
xi-gp-gual-company-karmany,XI GP GUAL-COMPANY-KARMANY
marcha-solidaria-nin-bike,MARCHA SOLIDARIA NIN BIKE
open-endurastur-btt-la-felguera,Open EndurAstur BTT La Felguera
v-carrera-popular-nocturna---recorriendo-el-medievo,V Carrera Popular Nocturna - Recorriendo el Medievo
iv-carrera-popular-nocturna-de-consuegra-en-beneficio-de-la-fundacin-cris,IV CARRERA POPULAR NOCTURNA DE CONSUEGRA EN BENEFICIO DE LA FUNDACIÓN CRIS
xv-challenge-de-tardor,XV CHALLENGE DE TARDOR
v-running-night-torutildeos,V RUNNING NIGHT-TORUÑOS
test-laser-run-6,test laser run 6
iv-duatlon-san-martin-de-la-vega,IV Duatlon San Martin de la Vega
----16-1808,Арена Героев Санкт-Петербург 16.08
ix-bajada-barracas-almenara,IX BAJADA BARRACAS ALMENARA
queretaro-maraton-2019,Querétaro Maratón 2019
san-lomazo-2019,SAN LOMAZO 2019
---1708,Гонка Героев Сорочаны 17.08
----1708,Арена Героев Санкт-Петербург 17.08
ii-acuatlon-playa-honda,II ACUATLON PLAYA HONDA
bocar-queterato,BOCAR Querétaro 
----1808,Арена Героев Санкт-Петербург 18.08
dh-zona-norte-3era-fecha,DH ZONA NORTE 3ERA FECHA
trail-serra-dorpesa,Trail Serra d'Orpesa
iv-cxm-panticosa-2019,IV CXM PANTICOSA 2019
triatlon-sprint-y-promocion-de-pampliega,TRIATLON SPRINT Y PROMOCION DE PAMPLIEGA
---29462,Гонка Героев Екатеринбург
v-10k-nocturno-petildeiscola-2019,V 10K NOCTURNO PEÑISCOLA 2019
trikids-sant-joan-2019,TRIKIDS SANT JOAN 2019
ix-carrera-popular-la-zarza,IX Carrera Popular La Zarza
quedada-ldquo-subida-btt-al-mondigordquo,  Quedada  “ Subida BTT al Mondigo”
bocar-saltillo,BOCAR SALTILLO
29ordm-cross-villa-de-montijo,29º Cross Villa de Montijo
iv-trail-medio-tajo-2019,IV TRAIL MEDIO TAJO 2019
xii-maratn-mtb-carpio-medio-tajo-2019,XII MARATÓN MTB CARPIO MEDIO TAJO 2019
v-triatlo-de-lhospitalet-de-linfant,V Triatló de L'Hospitalet de L'Infant
test-bracelets,test bracelets
iv-btt-cuadros-camposagrado,IV BTT CUADROS CAMPOSAGRADO
iii-trail-quesu-gamoneu,III TRAIL QUESU GAMONEU
3a-carrera-internacional-orizaba-5k-y-10k-2019,3a Carrera Internacional Orizaba 5K y 10K 2019
v-carrera-de-la-sandia,V CARRERA DE LA SANDIA
szybka-pitka-w-konopiskach,Szybka Piątka w Konopiskach
bocar-lerma,BOCAR LERMA
cuauhtemoc-trail,CUAUHTEMOC TRAIL
minera-petildeasquito,MINERA PEÑASQUITO
21k-tele-saltillo-y-chronosport-2019,21K TELE SALTILLO Y CHRONOSPORT 2019
40a-peonada-popular-de-santa-tecla,40a Peonada Popular de Santa Tecla
trail-des-gets,TRAIL DES GETS 2019
laser-run-pentatlon-moderno-73916,Laser Run Pentatlon Moderno
vi-fecha-giro-de-los-rios---panguipulli,VI Fecha Giro de Los Ríos - Panguipulli
orosi-trail-endurance-2019,OROSI TRAIL ENDURANCE 2019
carrera-recreativa-e-inclusiva-50-aniv-hospital-mxico,"CARRERA RECREATIVA E INCLUSIVA ""50 ANIV. HOSPITAL MÉXICO"""
copa-el-reto---i-fecha-invierno---2019,COPA EL RETO - I FECHA INVIERNO - 2019
-laquoraquo-66383,Красмарафон «Жара»
duatln-cross-destino-natural-2019,DUATLÓN CROSS DESTINO NATURAL 2019
cofre-de-perote-challenge-20146,COFRE DE PEROTE CHALLENGE
trail-jbel-moussa-2019,Trail Jbel Moussa 2019
km-vertical-castro-valnera-2019,KM VERTICAL CASTRO VALNERA 2019
--84094,АРБУЗНЫЙ ВЗРЫВ
mitja-marato--10k-ciutat-de-tarragona-2019,Mitja Marato + 10K Ciutat de Tarragona 2019
34ordf-carrera-popular-el-corte-ingles-las-palmas-de-gran-canaria,34ª Carrera Popular El Corte Inglés Las Palmas de Gran Canaria
iv-trail-molinos-de-viver,IV  TRAIL MOLINOS DE VIVER
triatlon-olimpico-sin-draft-fromista-gran-premio-cpa-19-78961,Triatlón Olímpico sin draft. Frómista GRAN PREMIO CPA 19
astri-veracruz-2019,Astri Veracruz 2019
carrera-faurecia-35k,CARRERA FAURECIA 3.5K
iv-carrera-ldquoamafi-runrdquo-y-iii-ldquocanicross-amafirdquo-de-yepes,IV CARRERA “AMAFI RUN” Y III “CANICROSS AMAFI” DE YEPES
6ordf-cursa-torre-den-domenech,6ª CURSA TORRE D'EN DOMENECH
vi-trail-bocairent,VI TRAIL BOCAIRENT
xxx-zota-mila-czstochowy,XXX Złota Mila Częstochowy
xv-carrera-del-pilar,XV CARRERA DEL PILAR 2019
5k-mascarell-entre-muralles,5K MASCARELL ENTRE MURALLES
ii-marszobieg-z-okazji-jubileuszu-70-lecia-politechniki-czstochowskiej,II Marszobieg z okazji jubileuszu 70-lecia Politechniki Częstochowskiej
carrera-atletica-nicolaita,CARRERA ATLETICA NICOLAITA
iv-marcha-btt-concello-de-cualedro,IV Marcha BTT Concello de Cualedro
xiii-cross-solana-de-los-barros,XIII Cross Solana de los Barros (2019)
ldquoi-desafo-de-la-ballenardquo-santotildea-ndash-laredo, “I DESAFÍO DE LA BALLENA” SANTOÑA – LAREDO 
caterpillar-nld-2019,CATERPILLAR NLD 2019
finale-challenge-capsorayon-2019,FINALE CHALLENGE CAPSORAYON 2019
viii-dhi-puntallana-clasificatoria,VIII DHI PUNTALLANA CLASIFICATORIA
dhiii-puntallana-final,VIII DHI PUNTALLANA FINAL
depart-martigues,depart martigues
---3008,Арена Героев Москва 30.08
la-sobanuca,LA SOBANUCA
23ordf-carrera-popular-el-corte-ingles---sta-cruz-de-tenerife,23ª Carrera Popular El Corte Inglés - Sta Cruz de Tenerife
xxxviii-medio-maratn-universitario-uaslp-2019,XXXVIII MEDIO MARATÓN UNIVERSITARIO UASLP 2019
iii-correra-popular-solidaria-virgen-del-pilar-2019,III CORRERIA POPULAR SOLIDARIA VIRGEN DEL PILAR
dog-run-2019,Dog Run 2019
---31089,Арена Героев Москва 31.08
astri-veracruz2019,Astri Veracruz_2019 
---0109,Арена Героев Москва 01.09
----64967,"Владимирский полумарафон ""Золотые ворота"""
iv-trail-de-benlloc,IV Trail de Benlloc
2ordf-etapa-challenge-de-tardor-binissalem,2ª Etapa Challenge de Tardor. BINISSALEM
3ordm-etapa-challenge-de-tardor-calvia,3º ETAPA CHALLENGE DE TARDOR. CALVIA
4ordf-etapa-challenge-de-tardor-cala-dor,4ª Etapa Challenge de Tardor. Cala D'Or
vyaykahills2019,VyatkaHills2019
---0209,Арена Героев Москва 02.09
blast-running-autumn-series-2019-race-1,Blast Running Autumn Series 2019 Race 1
triatlon-de-menores-de-reinosa-2019,Triatlón de Menores de Reinosa 2019
duatlon-cross-santillana-del-mar-2019,Duatlón Cross Santillana del Mar 2019
prueba-10878,PRUEBA1
--03062019,Арена Героев Москва 03.09.2019
xiii-carrera-y-caminata-colonos-del-campestre-5-y-10k,XIII CARRERA Y CAMINATA COLONOS DEL CAMPESTRE 5 Y 10K
ponle-freno-vitoria-2019,Ponle Freno Vitoria 2019
xix-duatln-de-promocin-y-menores-pinar-de-antequera-btt,XIX DUATLÓN DE PROMOCIÓN Y MENORES  PINAR DE ANTEQUERA (BTT)
viii-etxebarri-xtreme,VIII Etxebarri Xtreme
iv-carrera-popular-de-villamatildean-2019,IV CARRERA POPULAR DE VILLAMAÑAN 2019
borregos-tec-5k,BORREGOS TEC 5K
viii-carrera-nocturna-san-miguel,VIII CARRERA NOCTURNA SAN MIGUEL
i-marcha-carrera-por-la-igualdad-ciudad-de-granada,Carrera en Forma por la Igualdad. Tour Universo Mujer. Granada
xv-maratona-btt-rota-do-presunto,XV MARATONA BTT ROTA DO PRESUNTO
---04092019,Арена Героев Москва 04.09.2019
les-foulees-neantaises,Les Foulées Néantaises
moverse-para-vivir-2019,MOVERSE PARA VIVIR 2019
iii-cross-la-codosera,III Cross La Codosera
borregos-tec-5k-y-10k-aguascalientes,BORREGOS TEC 5K Y 10K AGUASCALIENTES
enduro-7-laux-2019,ENDURO 7 LAUX 2019
vgs-2019,VGS 2019
edf-cherbourg,EDF Cherbourg
marathon-ekiden-seine-eure-2019,MARATHON EKIDEN SEINE EURE 2019
---05092019,Арена Героев Москва 05.09.2019
iii-volta-caixa-popular-mas-camarena-2019,III Volta Caixa Popular Mas Camarena 2019
iv-milla-popular-preferia-san-miguel,IV Milla Popular Preferia San Miguel - Camp. Extremadura Milla en Ruta
triathlon-vienne-condrieu,TRIATHLON VIENNE CONDRIEU
15k-gran-premio-reymos-2019,15K Gran Premio Reymos 2019
ebike-connexion-2019,EBIKE CONNEXION 2019
voluntariado-7ordf-binter-nightrun-las-palmas-de-gc-44816,Voluntariado 7ª Binter NightRun Las Palmas de GC
vi-carrera-popular-ldquo10-km-caja-vivardquo,VI CARRERA POPULAR “10 KM CAJAVIVA”
xi-10-km-ldquociudad-de-la-cermicardquo-memorial-anbal-arvalo,XI 10 KM “CIUDAD DE LA CERÁMICA” MEMORIAL ANÍBAL ARÉVALO
---06092019,Арена Героев Москва 06.09.2019
--------1--,Чемпионат и первенство России по дуатлону - 1-й день
carrera-foe,Carrera FOE 2019
---0709,Гонка Героев Тула 07.09
--12620,Дело Храбрых
mahle,MAHLE 2019
--------2--,Чемпионат и первенство России по дуатлону - 2-й день(Эстафета)
xxx-carrera-popular-la-melonera,XXX CARRERA POPULAR LA MELONERA
